1,32,0.388000,
1,64,0.404000,
1,96,0.597000,
1,128,0.452000,
1,160,0.456000,
1,192,0.520000,
1,224,0.471000,
1,256,0.464000,
1,288,0.482000,
1,320,0.516000,
1,352,0.499000,
1,384,0.504000,
1,416,0.854000,
1,448,0.524000,
1,480,0.547000,
1,512,0.768000,
2,32,0.446000,
2,64,0.433000,
2,96,0.443000,
2,128,0.463000,
2,160,0.491000,
2,192,0.457000,
2,224,0.478000,
2,256,0.471000,
2,288,0.486000,
2,320,0.603000,
2,352,0.496000,
2,384,0.522000,
2,416,0.623000,
2,448,0.512000,
2,480,0.895000,
2,512,0.533000,
3,32,0.422000,
3,64,0.447000,
3,96,0.444000,
3,128,0.521000,
3,160,0.490000,
3,192,0.544000,
3,224,0.477000,
3,256,0.833000,
3,288,0.540000,
3,320,0.617000,
3,352,0.498000,
3,384,0.969000,
3,416,0.587000,
3,448,0.542000,
3,480,0.522000,
3,512,0.535000,
4,32,0.424000,
4,64,0.690000,
4,96,0.440000,
4,128,0.465000,
4,160,0.495000,
4,192,0.724000,
4,224,0.470000,
4,256,0.938000,
4,288,0.491000,
4,320,0.567000,
4,352,0.685000,
4,384,0.657000,
4,416,0.556000,
4,448,0.704000,
4,480,0.559000,
4,512,0.531000,
5,32,0.472000,
5,64,0.454000,
5,96,0.453000,
5,128,0.468000,
5,160,0.476000,
5,192,0.466000,
5,224,0.479000,
5,256,0.629000,
5,288,0.488000,
5,320,0.485000,
5,352,0.504000,
5,384,0.636000,
5,416,1.052000,
5,448,0.915000,
5,480,0.815000,
5,512,0.538000,
6,32,0.867000,
6,64,0.831000,
6,96,0.471000,
6,128,0.463000,
6,160,0.445000,
6,192,0.460000,
6,224,0.514000,
6,256,0.588000,
6,288,0.483000,
6,320,0.489000,
6,352,0.504000,
6,384,0.516000,
6,416,0.519000,
6,448,0.826000,
6,480,0.565000,
6,512,0.532000,
7,32,0.426000,
7,64,0.451000,
7,96,0.561000,
7,128,0.482000,
7,160,0.497000,
7,192,0.467000,
7,224,0.601000,
7,256,0.473000,
7,288,0.483000,
7,320,0.511000,
7,352,0.516000,
7,384,0.529000,
7,416,0.721000,
7,448,0.541000,
7,480,0.536000,
7,512,0.861000,
8,32,0.445000,
8,64,0.531000,
8,96,0.536000,
8,128,0.462000,
8,160,0.464000,
8,192,0.464000,
8,224,0.494000,
8,256,0.474000,
8,288,0.505000,
8,320,0.494000,
8,352,0.501000,
8,384,0.496000,
8,416,0.608000,
8,448,0.529000,
8,480,0.584000,
8,512,0.536000,
9,32,0.485000,
9,64,0.436000,
9,96,0.468000,
9,128,0.494000,
9,160,0.463000,
9,192,0.549000,
9,224,0.480000,
9,256,0.533000,
9,288,0.487000,
9,320,0.639000,
9,352,0.492000,
9,384,0.506000,
9,416,0.527000,
9,448,0.815000,
9,480,0.560000,
9,512,0.606000,
10,32,0.647000,
10,64,0.556000,
10,96,0.480000,
10,128,0.444000,
10,160,0.458000,
10,192,0.458000,
10,224,0.488000,
10,256,0.615000,
10,288,0.502000,
10,320,0.621000,
10,352,0.499000,
10,384,0.807000,
10,416,0.555000,
10,448,0.641000,
10,480,0.836000,
10,512,0.534000,
11,32,0.433000,
11,64,0.627000,
11,96,0.440000,
11,128,0.451000,
11,160,0.461000,
11,192,0.469000,
11,224,0.487000,
11,256,0.545000,
11,288,0.492000,
11,320,0.630000,
11,352,0.574000,
11,384,0.519000,
11,416,0.574000,
11,448,0.566000,
11,480,0.661000,
11,512,0.545000,
12,32,0.476000,
12,64,0.438000,
12,96,0.441000,
12,128,0.478000,
12,160,0.463000,
12,192,0.497000,
12,224,0.768000,
12,256,0.487000,
12,288,0.493000,
12,320,0.499000,
12,352,0.516000,
12,384,0.611000,
12,416,0.533000,
12,448,0.727000,
12,480,0.839000,
12,512,0.531000,
13,32,0.412000,
13,64,0.455000,
13,96,0.450000,
13,128,0.760000,
13,160,0.487000,
13,192,0.691000,
13,224,0.595000,
13,256,0.552000,
13,288,0.601000,
13,320,0.492000,
13,352,0.642000,
13,384,0.508000,
13,416,0.540000,
13,448,0.822000,
13,480,0.574000,
13,512,0.563000,
14,32,0.417000,
14,64,0.431000,
14,96,0.437000,
14,128,0.451000,
14,160,0.461000,
14,192,0.559000,
14,224,0.482000,
14,256,0.476000,
14,288,0.615000,
14,320,0.494000,
14,352,0.535000,
14,384,0.808000,
14,416,0.551000,
14,448,0.539000,
14,480,0.540000,
14,512,0.587000,
15,32,0.422000,
15,64,0.434000,
15,96,0.485000,
15,128,0.579000,
15,160,0.462000,
15,192,0.467000,
15,224,0.482000,
